日期,白天天气,夜晚天气,最高温,最低温,白天风力,夜晚风力
2024年11月08日,多云,多云,16.0,13.0,南风 4-5级,南风 3-4级
2024年11月09日,多云,多云,17.0,13.0,南风 3-4级,南风 3-4级
2024年11月10日,多云,晴,17.0,6.0,东北风 3-4级,东北风 4-5级
2024年11月11日,晴,多云,15.0,10.0,西南风 3-4级,北风 3-4级
2024年11月12日,晴,晴,15.0,11.0,东北风 3-4级,东南风 3-4级
2024年11月13日,多云,阴,16.0,13.0,南风 3-4级,南风 3-4级
2024年11月14日,阵雨,阴,16.0,12.0,南风 3-4级,北风 3-4级
2024年11月15日,多云,小雨,17.0,13.0,东南风 3-4级,北风 3-4级
2024年11月16日,多云,晴,15.0,1.0,北风 4-5级,北风 4-5级
2024年11月17日,晴,晴,6.0,1.0,北风 4-5级,北风 4-5级
2024年11月18日,晴,多云,4.0,-1.0,东北风 4-5级,北风 3-4级
2024年11月19日,多云,多云,11.0,4.0,西南风 4-5级,西风 4-5级
2024年11月20日,晴,晴,13.0,8.0,西风 4-5级,西北风 4-5级
,,,,,,
2024年11月21日,晴,晴,12.0,3.0,北风 4-5级,北风 4-5级
2024年11月22日,晴,晴,9.0,0.0,北风 4-5级,北风 4-5级
2024年11月23日,晴,晴,8.0,0.0,北风 3-4级,南风 3-4级
2024年11月24日,晴,多云,12.0,8.0,南风 3-4级,南风 3-4级
2024年11月25日,中雨,雨夹雪,12.0,1.0,西北风 4-5级,西北风 4-5级
2024年11月26日,阵雪,阵雪,0.0,-4.0,西北风 4-5级,西北风 4-5级
2024年11月27日,阵雪,多云,2.0,-2.0,西北风 4-5级,西北风 4-5级
2024年11月28日,多云,晴,4.0,1.0,西北风 4-5级,西北风 4-5级
2024年11月29日,晴,晴,9.0,2.0,西北风 4-5级,西北风 3-4级
2024年11月30日,晴,多云,13.0,7.0,西北风 3-4级,东南风 3-4级
2024年12月01日,多云,多云,13.0,-3.0,南风 4-5级,北风 4-5级
2024年12月02日,晴,晴,2.0,-3.0,北风 4-5级,西风 3-4级
2024年12月03日,晴,晴,7.0,0.0,西北风 4-5级,北风 3-4级
2024年12月04日,晴,晴,5.0,-1.0,西北风 4-5级,西北风 4-5级
2024年12月05日,晴,晴,7.0,-2.0,西北风 4-5级,西北风 4-5级
2024年12月06日,晴,多云,3.0,-3.0,北风 3-4级,北风 4-5级
2024年12月07日,多云,晴,2.0,-4.0,西北风 4-5级,西北风 4-5级
2024年12月08日,晴,晴,4.0,-1.0,北风 4-5级,北风 3-4级
2024年12月09日,晴,晴,7.0,0.0,西风 4-5级,北风 3-4级
2024年12月10日,晴,多云,4.0,-3.0,北风 4-5级,北风 4-5级
2024年12月11日,多云,多云,0.0,-4.0,北风 4-5级,北风 3-4级
2024年12月12日,阵雨,雨夹雪,4.0,0.0,西风 4-5级,北风 4-5级
2024年12月13日,多云,晴,2.0,-3.0,北风 4-5级,北风 4-5级
2024年12月14日,晴,晴,3.0,-1.0,西北风 4-5级,西北风 4-5级
2024年12月15日,晴,晴,3.0,-2.0,北风 4-5级,西北风 4-5级
2024年12月16日,晴,多云,4.0,-2.0,北风 3-4级,北风 4-5级
2024年12月17日,晴,晴,-1.0,-6.0,北风 4-5级,北风 4-5级
2024年12月18日,晴,晴,-3.0,-7.0,北风 4-5级,北风 4-5级
2024年12月19日,晴,多云,3.0,-5.0,西南风 3-4级,西南风 4-5级
2024年12月20日,多云,多云,4.0,-6.0,西北风 4-5级,北风 4-5级
,,,,,,
2024年12月21日,多云,晴,-1.0,-6.0,北风 4-5级,北风 4-5级
2024年12月22日,晴,晴,3.0,-1.0,西北风 4-5级,西北风 4-5级
2024年12月23日,晴,晴,2.0,-4.0,北风 4-5级,北风 3-4级
2024年12月24日,晴,晴,5.0,-2.0,西南风 3-4级,西南风 4-5级
2024年12月25日,晴,晴,6.0,-6.0,西北风 4-5级,北风 4-5级
2024年12月26日,晴,多云,0.0,-6.0,西北风 4-5级,西北风 4-5级
2024年12月27日,多云,晴,0.0,-4.0,西北风 4-5级,西北风 4-5级
2024年12月28日,晴,晴,3.0,-2.0,西北风 4-5级,西风 3-4级
2024年12月29日,晴,晴,6.0,0.0,南风 4-5级,西风 4-5级
2024年12月30日,晴,晴,7.0,-2.0,西北风 4-5级,西北风 4-5级
2024年12月31日,晴,晴,5.0,-2.0,西南风 4-5级,北风 3-4级
